checking_account_Status,Duration(months),Credit_history,Purpose,Credit_Amount,credit_per_month,Savings_Account/bonds,Employment_since,Installment_rate(%),Personalstatus_Gender,Gender,debtors/Guarantors,Residence_since(yrs),Property,Age,Other_installment_plans,Housing,Bank_credits,Job,Dependents,Telephone,Foriegn_worker,Credit_Classification
above_200,12,cleared_pending_dues,tv,1297,108.083333333333,Below_100,1_to_4yr,3,married,male,none,4,real_estate,23,none,rent,1,skilled_employee,1,none,yes,0
below_0,12,cleared_pending_dues,new_car,900,75.0,no_saving_acc,1_to_4yr,4,married,male,none,2,car/other,23,none,own,1,skilled_employee,1,none,yes,1
no_account,21,cleared_pending_dues,furniture,2241,106.714285714286,Below_100,more_than_7yrs,4,single,male,none,2,real_estate,50,none,own,2,skilled_employee,1,none,yes,0
0_to_200,6,delayed_payement,furniture,1050,175.0,Below_100,unemployed,4,single,male,none,1,life_insurance,35,stores,own,2,selfemployed/Mgt,1,yes,yes,0
above_200,6,critical_acc,education,1047,174.5,Below_100,1_to_4yr,2,divorced,female,none,4,life_insurance,50,none,own,1,Unskilled-Resident,1,none,yes,0
no_account,24,critical_acc,others,6314,263.08333333333303,Below_100,unemployed,4,single,male,Co-applicant,2,no_property,27,bank,own,2,selfemployed/Mgt,1,yes,yes,0
0_to_200,30,duly_paid,furniture,3496,116.53333333333299,Above_1000,1_to_4yr,4,single,male,none,2,car/other,34,stores,own,1,skilled_employee,2,yes,yes,0
no_account,48,duly_paid,business,3609,75.1875,Below_100,1_to_4yr,1,divorced,female,none,1,real_estate,27,stores,own,1,skilled_employee,1,none,yes,0
below_0,12,critical_acc,new_car,4843,403.583333333333,Below_100,more_than_7yrs,3,single,male,Co-applicant,4,life_insurance,43,none,rent,2,skilled_employee,1,yes,yes,1
above_200,30,critical_acc,tv,3017,100.566666666667,Below_100,more_than_7yrs,4,single,male,none,4,life_insurance,47,none,own,1,skilled_employee,1,none,yes,0
no_account,24,critical_acc,business,4139,172.458333333333,100_to_500,1_to_4yr,3,single,male,none,3,life_insurance,27,none,own,2,Unskilled-Resident,1,yes,yes,0
no_account,36,cleared_pending_dues,business,5742,159.5,100_to_500,4_to_7yr,2,single,male,none,2,car/other,31,none,own,2,skilled_employee,1,yes,yes,0
no_account,60,cleared_pending_dues,new_car,10366,172.766666666667,Below_100,more_than_7yrs,2,single,male,none,4,life_insurance,42,none,own,1,selfemployed/Mgt,1,yes,yes,0
no_account,6,critical_acc,new_car,2080,346.666666666667,500_to_1000,1_to_4yr,1,married,male,none,2,car/other,24,none,own,1,skilled_employee,1,none,yes,0
no_account,21,delayed_payement,business,2580,122.857142857143,500_to_1000,lessthan_year,4,single,male,none,2,real_estate,41,bank,own,1,Unskilled-Resident,2,none,yes,1
no_account,30,critical_acc,tv,4530,151.0,Below_100,4_to_7yr,4,divorced,female,none,4,car/other,26,none,rent,1,selfemployed/Mgt,1,yes,yes,0
no_account,24,critical_acc,furniture,5150,214.583333333333,Below_100,more_than_7yrs,4,single,male,none,4,car/other,33,none,own,1,skilled_employee,1,yes,yes,0
0_to_200,72,cleared_pending_dues,tv,5595,77.7083333333333,100_to_500,1_to_4yr,2,married,male,none,2,car/other,24,none,own,1,skilled_employee,1,none,yes,1
below_0,24,cleared_pending_dues,tv,2384,99.3333333333333,Below_100,more_than_7yrs,4,single,male,none,4,real_estate,64,bank,rent,1,Unskilled-Resident,1,none,yes,0
no_account,18,cleared_pending_dues,tv,1453,80.7222222222222,Below_100,lessthan_year,3,divorced,female,none,1,real_estate,26,none,own,1,skilled_employee,1,none,yes,0
no_account,6,cleared_pending_dues,education,1538,256.33333333333303,Below_100,lessthan_year,1,divorced,female,none,2,no_property,56,none,own,1,skilled_employee,1,none,yes,0
no_account,12,cleared_pending_dues,tv,2279,189.916666666667,no_saving_acc,1_to_4yr,4,single,male,none,4,no_property,37,none,for_free,1,skilled_employee,1,yes,yes,0
no_account,15,delayed_payement,tv,1478,98.5333333333333,Below_100,1_to_4yr,4,married,male,none,3,real_estate,33,bank,own,2,skilled_employee,1,none,yes,0
no_account,24,critical_acc,tv,5103,212.625,Below_100,lessthan_year,3,married,male,none,3,no_property,47,none,for_free,3,skilled_employee,1,yes,yes,0
0_to_200,36,delayed_payement,business,9857,273.805555555556,100_to_500,4_to_7yr,1,single,male,none,3,life_insurance,31,none,own,2,Unskilled-Resident,2,yes,yes,0
no_account,60,cleared_pending_dues,new_car,6527,108.78333333333299,no_saving_acc,1_to_4yr,4,single,male,none,4,no_property,34,none,for_free,1,skilled_employee,2,yes,yes,0
above_200,10,critical_acc,tv,1347,134.7,no_saving_acc,4_to_7yr,4,single,male,none,2,life_insurance,27,none,own,2,skilled_employee,1,yes,yes,0
0_to_200,36,delayed_payement,new_car,2862,79.5,100_to_500,more_than_7yrs,4,single,male,none,3,no_property,30,none,for_free,1,skilled_employee,1,none,yes,0
no_account,9,cleared_pending_dues,tv,2753,305.888888888889,100_to_500,more_than_7yrs,3,single,male,Co-applicant,4,car/other,35,none,own,1,skilled_employee,1,yes,yes,0
below_0,12,cleared_pending_dues,new_car,3651,304.25,Above_1000,1_to_4yr,1,single,male,none,3,life_insurance,31,none,own,1,skilled_employee,2,none,yes,0
below_0,15,critical_acc,furniture,975,65.0,Below_100,1_to_4yr,2,divorced,male,none,3,life_insurance,25,none,own,2,skilled_employee,1,none,yes,0
0_to_200,15,cleared_pending_dues,repairs,2631,175.4,100_to_500,1_to_4yr,3,divorced,female,none,2,real_estate,25,none,own,1,Unskilled-Resident,1,none,yes,0
0_to_200,24,cleared_pending_dues,tv,2896,120.666666666667,100_to_500,lessthan_year,2,single,male,none,1,car/other,29,none,own,1,skilled_employee,1,none,yes,0
below_0,6,critical_acc,new_car,4716,786.0,no_saving_acc,lessthan_year,1,single,male,none,3,real_estate,44,none,own,2,Unskilled-Resident,2,none,yes,0
no_account,24,cleared_pending_dues,tv,2284,95.1666666666667,Below_100,4_to_7yr,4,single,male,none,2,car/other,28,none,own,1,skilled_employee,1,yes,yes,0
no_account,6,cleared_pending_dues,used_car,1236,206.0,500_to_1000,1_to_4yr,2,single,male,none,4,life_insurance,50,none,rent,1,skilled_employee,1,none,yes,0
0_to_200,12,cleared_pending_dues,tv,1103,91.9166666666667,Below_100,4_to_7yr,4,single,male,guarantor,3,real_estate,29,none,own,2,skilled_employee,1,none,no,0
no_account,12,critical_acc,new_car,926,77.1666666666667,Below_100,unemployed,1,divorced,female,none,2,life_insurance,38,none,own,1,unemployed/non-resident,1,none,yes,0
no_account,18,critical_acc,tv,1800,100.0,Below_100,1_to_4yr,4,single,male,none,2,car/other,24,none,own,2,skilled_employee,1,none,yes,0
above_200,15,cleared_pending_dues,education,1905,127.0,Below_100,more_than_7yrs,4,single,male,none,4,car/other,40,none,rent,1,selfemployed/Mgt,1,yes,yes,0
no_account,12,cleared_pending_dues,furniture,1123,93.5833333333333,500_to_1000,1_to_4yr,4,divorced,female,none,4,car/other,29,none,rent,1,Unskilled-Resident,1,none,yes,1
below_0,48,critical_acc,used_car,6331,131.895833333333,Below_100,more_than_7yrs,4,single,male,none,4,no_property,46,none,for_free,2,skilled_employee,1,yes,yes,1
above_200,24,cleared_pending_dues,tv,1377,57.375,100_to_500,more_than_7yrs,4,divorced,female,none,2,no_property,47,none,for_free,1,skilled_employee,1,yes,yes,0
0_to_200,30,delayed_payement,business,2503,83.4333333333333,100_to_500,more_than_7yrs,4,single,male,none,2,life_insurance,41,stores,own,2,skilled_employee,1,none,yes,0
0_to_200,27,cleared_pending_dues,business,2528,93.62962962962959,Below_100,lessthan_year,4,divorced,female,none,1,life_insurance,32,none,own,1,skilled_employee,2,yes,yes,0
no_account,15,cleared_pending_dues,new_car,5324,354.933333333333,500_to_1000,more_than_7yrs,1,divorced,female,none,4,no_property,35,none,for_free,1,skilled_employee,1,none,yes,0
0_to_200,48,cleared_pending_dues,new_car,6560,136.666666666667,100_to_500,4_to_7yr,3,single,male,none,2,life_insurance,24,none,own,1,skilled_employee,1,none,yes,1
0_to_200,12,no_credits_taken,furniture,2969,247.416666666667,Below_100,lessthan_year,4,divorced,female,none,3,life_insurance,25,none,rent,2,skilled_employee,1,none,yes,1
0_to_200,9,cleared_pending_dues,tv,1206,134.0,Below_100,more_than_7yrs,4,divorced,female,none,4,real_estate,25,none,own,1,skilled_employee,1,none,yes,0
0_to_200,9,cleared_pending_dues,tv,2118,235.333333333333,Below_100,1_to_4yr,2,single,male,none,2,real_estate,37,none,own,1,Unskilled-Resident,2,none,yes,0
no_account,18,critical_acc,tv,629,34.9444444444444,500_to_1000,more_than_7yrs,4,single,male,none,3,life_insurance,32,bank,own,2,selfemployed/Mgt,1,yes,yes,0
below_0,6,duly_paid,education,1198,199.666666666667,Below_100,more_than_7yrs,4,divorced,female,none,4,no_property,35,none,for_free,1,skilled_employee,1,none,yes,1
no_account,21,cleared_pending_dues,used_car,2476,117.904761904762,no_saving_acc,more_than_7yrs,4,single,male,none,4,real_estate,46,none,own,1,selfemployed/Mgt,1,yes,yes,0
below_0,9,critical_acc,tv,1138,126.444444444444,Below_100,1_to_4yr,4,single,male,none,4,real_estate,25,none,own,2,Unskilled-Resident,1,none,yes,0
0_to_200,60,cleared_pending_dues,new_car,14027,233.78333333333302,Below_100,4_to_7yr,4,single,male,none,2,no_property,27,none,own,1,selfemployed/Mgt,1,yes,yes,1
no_account,30,critical_acc,used_car,7596,253.2,no_saving_acc,more_than_7yrs,1,single,male,none,4,car/other,63,none,own,2,skilled_employee,1,none,yes,0
no_account,30,critical_acc,tv,3077,102.566666666667,no_saving_acc,more_than_7yrs,3,single,male,none,2,car/other,40,none,own,2,skilled_employee,2,yes,yes,0
no_account,18,cleared_pending_dues,tv,1505,83.6111111111111,Below_100,1_to_4yr,4,single,male,none,2,no_property,32,none,for_free,1,selfemployed/Mgt,1,yes,yes,0
above_200,24,critical_acc,tv,3148,131.166666666667,no_saving_acc,1_to_4yr,3,single,male,none,2,car/other,31,none,own,2,skilled_employee,1,yes,yes,0
0_to_200,20,no_credits_taken,used_car,6148,307.4,100_to_500,more_than_7yrs,3,married,male,none,4,car/other,31,bank,own,2,skilled_employee,1,yes,yes,0
above_200,9,no_credits_taken,tv,1337,148.555555555556,Below_100,lessthan_year,4,single,male,none,2,car/other,34,none,own,2,selfemployed/Mgt,1,yes,yes,1
0_to_200,6,duly_paid,education,433,72.1666666666667,Above_1000,lessthan_year,4,divorced,female,none,2,life_insurance,24,bank,rent,1,skilled_employee,2,none,yes,1
below_0,12,cleared_pending_dues,new_car,1228,102.333333333333,Below_100,1_to_4yr,4,divorced,female,none,2,real_estate,24,none,own,1,Unskilled-Resident,1,none,yes,1
0_to_200,9,cleared_pending_dues,tv,790,87.7777777777778,500_to_1000,1_to_4yr,4,divorced,female,none,3,real_estate,66,none,own,1,Unskilled-Resident,1,none,yes,0
no_account,27,cleared_pending_dues,new_car,2570,95.1851851851852,Below_100,1_to_4yr,3,divorced,female,none,3,real_estate,21,none,rent,1,skilled_employee,1,none,yes,1
no_account,6,critical_acc,new_car,250,41.6666666666667,Above_1000,1_to_4yr,2,divorced,female,none,2,real_estate,41,bank,own,2,Unskilled-Resident,1,none,yes,0
no_account,15,critical_acc,tv,1316,87.7333333333333,500_to_1000,1_to_4yr,2,married,male,none,2,life_insurance,47,none,own,2,Unskilled-Resident,1,none,yes,0
below_0,18,cleared_pending_dues,tv,1882,104.555555555556,Below_100,1_to_4yr,4,divorced,female,none,4,car/other,25,bank,rent,2,skilled_employee,1,none,yes,1
0_to_200,48,duly_paid,business,6416,133.666666666667,Below_100,more_than_7yrs,4,divorced,female,none,3,no_property,59,none,rent,1,skilled_employee,1,none,yes,1
above_200,24,critical_acc,business,1275,53.125,Above_1000,1_to_4yr,2,divorced,male,none,4,real_estate,36,none,own,2,skilled_employee,1,yes,yes,0
0_to_200,24,delayed_payement,tv,6403,266.79166666666697,Below_100,lessthan_year,1,single,male,none,2,car/other,33,none,own,1,skilled_employee,1,none,yes,0
below_0,24,cleared_pending_dues,tv,1987,82.7916666666667,Below_100,1_to_4yr,2,single,male,none,4,real_estate,21,none,rent,1,Unskilled-Resident,2,none,yes,1
0_to_200,8,cleared_pending_dues,tv,760,95.0,Below_100,4_to_7yr,4,divorced,female,guarantor,2,real_estate,44,none,own,1,Unskilled-Resident,1,none,yes,0
no_account,24,cleared_pending_dues,used_car,2603,108.458333333333,Above_1000,1_to_4yr,2,divorced,female,none,4,car/other,28,none,rent,1,skilled_employee,1,yes,yes,0
no_account,4,critical_acc,new_car,3380,845.0,Below_100,4_to_7yr,1,divorced,female,none,1,real_estate,37,none,own,1,skilled_employee,2,none,yes,0
0_to_200,36,duly_paid,domestic_appliances,3990,110.833333333333,no_saving_acc,lessthan_year,3,divorced,female,none,2,no_property,29,bank,own,1,unemployed/non-resident,1,none,yes,0
0_to_200,24,cleared_pending_dues,used_car,11560,481.666666666667,Below_100,1_to_4yr,1,divorced,female,none,4,car/other,23,none,rent,2,selfemployed/Mgt,1,none,yes,1
below_0,18,cleared_pending_dues,new_car,4380,243.333333333333,100_to_500,1_to_4yr,3,single,male,none,4,car/other,35,none,own,1,Unskilled-Resident,2,yes,yes,0
no_account,6,critical_acc,new_car,6761,1126.83333333333,Below_100,4_to_7yr,1,single,male,none,3,no_property,45,none,own,2,selfemployed/Mgt,2,yes,yes,0
0_to_200,30,no_credits_taken,business,4280,142.666666666667,100_to_500,1_to_4yr,4,divorced,female,none,4,car/other,26,none,rent,2,Unskilled-Resident,1,none,yes,1
below_0,24,duly_paid,new_car,2325,96.875,100_to_500,4_to_7yr,2,single,male,none,3,car/other,32,bank,own,1,skilled_employee,1,none,yes,0
0_to_200,10,duly_paid,tv,1048,104.8,Below_100,1_to_4yr,4,single,male,none,4,real_estate,23,stores,own,1,Unskilled-Resident,1,none,yes,0
no_account,21,cleared_pending_dues,tv,3160,150.47619047619,no_saving_acc,more_than_7yrs,4,single,male,none,3,life_insurance,41,none,own,1,skilled_employee,1,yes,yes,0
below_0,24,duly_paid,furniture,2483,103.458333333333,500_to_1000,1_to_4yr,4,single,male,none,4,real_estate,22,stores,own,1,skilled_employee,1,yes,yes,0
below_0,39,critical_acc,furniture,14179,363.564102564103,no_saving_acc,4_to_7yr,4,single,male,none,4,life_insurance,30,none,own,2,selfemployed/Mgt,1,yes,yes,0
below_0,13,critical_acc,business,1797,138.230769230769,Below_100,lessthan_year,3,single,male,none,1,life_insurance,28,bank,own,2,Unskilled-Resident,1,none,yes,0
below_0,15,cleared_pending_dues,new_car,2511,167.4,Below_100,unemployed,1,divorced,female,none,4,car/other,23,none,rent,1,skilled_employee,1,none,yes,0
below_0,12,cleared_pending_dues,new_car,1274,106.166666666667,Below_100,lessthan_year,3,divorced,female,none,1,real_estate,37,none,own,1,Unskilled-Resident,1,none,yes,1
no_account,21,cleared_pending_dues,used_car,5248,249.904761904762,no_saving_acc,1_to_4yr,1,single,male,none,3,car/other,26,none,own,1,skilled_employee,1,none,yes,0
no_account,15,cleared_pending_dues,used_car,3029,201.93333333333302,Below_100,4_to_7yr,2,single,male,none,2,car/other,33,none,own,1,skilled_employee,1,none,yes,0
below_0,6,cleared_pending_dues,furniture,428,71.3333333333333,Below_100,more_than_7yrs,2,divorced,female,none,1,life_insurance,49,bank,own,1,skilled_employee,1,yes,yes,0
below_0,18,cleared_pending_dues,new_car,976,54.22222222222221,Below_100,lessthan_year,1,divorced,female,none,2,car/other,23,none,own,1,Unskilled-Resident,1,none,yes,1
0_to_200,12,cleared_pending_dues,business,841,70.0833333333333,100_to_500,4_to_7yr,2,divorced,female,none,4,real_estate,23,none,rent,1,Unskilled-Resident,1,none,yes,0
no_account,30,critical_acc,tv,5771,192.366666666667,Below_100,4_to_7yr,4,divorced,female,none,2,car/other,25,none,own,2,skilled_employee,1,none,yes,0
no_account,12,delayed_payement,repairs,1555,129.583333333333,Above_1000,more_than_7yrs,4,single,male,none,4,no_property,55,none,for_free,2,skilled_employee,2,none,yes,1
below_0,24,cleared_pending_dues,new_car,1285,53.5416666666667,no_saving_acc,4_to_7yr,4,divorced,female,none,4,no_property,32,none,rent,1,skilled_employee,1,none,yes,1
above_200,6,critical_acc,new_car,1299,216.5,Below_100,1_to_4yr,1,single,male,none,1,real_estate,74,none,own,3,unemployed/non-resident,2,none,no,0
above_200,15,critical_acc,tv,1271,84.7333333333333,no_saving_acc,1_to_4yr,3,single,male,none,4,no_property,39,none,for_free,2,skilled_employee,1,yes,yes,1
no_account,24,cleared_pending_dues,new_car,1393,58.0416666666667,Below_100,1_to_4yr,2,single,male,guarantor,2,real_estate,31,none,own,1,skilled_employee,1,yes,yes,0
below_0,12,critical_acc,new_car,691,57.5833333333333,Below_100,more_than_7yrs,4,single,male,none,3,life_insurance,35,none,own,2,skilled_employee,1,none,yes,1
no_account,15,critical_acc,new_car,5045,336.33333333333303,no_saving_acc,more_than_7yrs,1,divorced,female,none,4,car/other,59,none,own,1,skilled_employee,1,yes,yes,0
below_0,18,critical_acc,furniture,2124,118.0,Below_100,1_to_4yr,4,divorced,female,none,4,real_estate,24,none,rent,2,skilled_employee,1,none,yes,1
below_0,12,cleared_pending_dues,tv,2214,184.5,Below_100,1_to_4yr,4,single,male,none,3,life_insurance,24,none,own,1,Unskilled-Resident,1,none,yes,0
no_account,21,critical_acc,new_car,12680,603.809523809524,no_saving_acc,more_than_7yrs,4,single,male,none,4,no_property,30,none,for_free,1,selfemployed/Mgt,1,yes,yes,1
no_account,24,critical_acc,new_car,2463,102.625,100_to_500,4_to_7yr,4,married,male,none,3,life_insurance,27,none,own,2,skilled_employee,1,yes,yes,0
0_to_200,12,cleared_pending_dues,tv,1155,96.25,Below_100,more_than_7yrs,3,married,male,guarantor,3,real_estate,40,bank,own,2,Unskilled-Resident,1,none,yes,0
below_0,30,cleared_pending_dues,furniture,3108,103.6,Below_100,lessthan_year,2,divorced,male,none,4,life_insurance,31,none,own,1,Unskilled-Resident,1,none,yes,1
no_account,10,cleared_pending_dues,used_car,2901,290.1,no_saving_acc,lessthan_year,1,divorced,female,none,4,real_estate,31,none,rent,1,skilled_employee,1,none,yes,0
0_to_200,12,critical_acc,furniture,3617,301.41666666666697,Below_100,more_than_7yrs,1,single,male,none,4,car/other,28,none,rent,3,skilled_employee,1,yes,yes,0
no_account,12,critical_acc,tv,1655,137.916666666667,Below_100,more_than_7yrs,2,single,male,none,4,real_estate,63,none,own,2,Unskilled-Resident,1,yes,yes,0
below_0,24,cleared_pending_dues,used_car,2812,117.166666666667,no_saving_acc,more_than_7yrs,2,divorced,female,none,4,real_estate,26,none,rent,1,skilled_employee,1,none,yes,0
below_0,36,critical_acc,education,8065,224.02777777777803,Below_100,1_to_4yr,3,divorced,female,none,2,no_property,25,none,own,2,selfemployed/Mgt,1,yes,yes,1
no_account,21,critical_acc,used_car,3275,155.952380952381,Below_100,more_than_7yrs,1,single,male,none,4,car/other,36,none,own,1,selfemployed/Mgt,1,yes,yes,0
no_account,24,critical_acc,tv,2223,92.625,100_to_500,more_than_7yrs,4,single,male,none,4,life_insurance,52,bank,own,2,skilled_employee,1,none,yes,0
above_200,12,critical_acc,new_car,1480,123.333333333333,500_to_1000,unemployed,2,single,male,none,4,no_property,66,bank,for_free,3,unemployed/non-resident,1,none,yes,0
below_0,24,cleared_pending_dues,new_car,1371,57.125,no_saving_acc,1_to_4yr,4,divorced,female,none,4,real_estate,25,none,rent,1,skilled_employee,1,none,yes,1
no_account,36,critical_acc,new_car,3535,98.19444444444441,Below_100,4_to_7yr,4,single,male,none,4,car/other,37,none,own,2,skilled_employee,1,yes,yes,0
below_0,18,cleared_pending_dues,tv,3509,194.944444444444,Below_100,4_to_7yr,4,divorced,female,guarantor,1,real_estate,25,none,own,1,skilled_employee,1,none,yes,0
no_account,36,critical_acc,used_car,5711,158.638888888889,Above_1000,more_than_7yrs,4,single,male,none,2,car/other,38,none,own,2,selfemployed/Mgt,1,yes,yes,0
0_to_200,18,cleared_pending_dues,repairs,3872,215.111111111111,Below_100,unemployed,2,divorced,female,none,4,car/other,67,none,own,1,skilled_employee,1,yes,yes,0
0_to_200,39,critical_acc,tv,4933,126.48717948718,Below_100,4_to_7yr,2,single,male,guarantor,2,real_estate,25,none,own,2,skilled_employee,1,none,yes,1
no_account,24,critical_acc,new_car,1940,80.8333333333333,Above_1000,more_than_7yrs,4,single,male,none,4,real_estate,60,none,own,1,skilled_employee,1,yes,yes,0
0_to_200,12,no_credits_taken,retraining,1410,117.5,Below_100,1_to_4yr,2,single,male,none,2,real_estate,31,none,own,1,Unskilled-Resident,1,yes,yes,0
0_to_200,12,cleared_pending_dues,new_car,836,69.6666666666667,100_to_500,lessthan_year,4,divorced,female,none,2,life_insurance,23,bank,own,1,Unskilled-Resident,1,none,yes,1
0_to_200,20,cleared_pending_dues,used_car,6468,323.4,no_saving_acc,unemployed,1,divorced,male,none,4,real_estate,60,none,own,1,selfemployed/Mgt,1,yes,yes,0
0_to_200,18,cleared_pending_dues,business,1941,107.833333333333,Above_1000,1_to_4yr,4,single,male,none,2,life_insurance,35,none,own,1,Unskilled-Resident,1,yes,yes,0
no_account,22,cleared_pending_dues,tv,2675,121.59090909090901,500_to_1000,more_than_7yrs,3,single,male,none,4,car/other,40,none,own,1,skilled_employee,1,none,yes,0
no_account,48,critical_acc,used_car,2751,57.3125,no_saving_acc,more_than_7yrs,4,single,male,none,3,car/other,38,none,own,2,skilled_employee,2,yes,yes,0
0_to_200,48,delayed_payement,education,6224,129.666666666667,Below_100,more_than_7yrs,4,single,male,none,4,no_property,50,none,for_free,1,skilled_employee,1,none,yes,1
below_0,40,critical_acc,education,5998,149.95,Below_100,1_to_4yr,4,single,male,none,3,no_property,27,bank,own,1,skilled_employee,1,yes,yes,1
0_to_200,21,cleared_pending_dues,business,1188,56.571428571428605,Below_100,more_than_7yrs,2,divorced,female,none,4,life_insurance,39,none,own,1,skilled_employee,2,none,yes,1
no_account,24,cleared_pending_dues,used_car,6313,263.04166666666697,no_saving_acc,more_than_7yrs,3,single,male,none,4,car/other,41,none,own,1,selfemployed/Mgt,2,yes,yes,0
no_account,6,critical_acc,furniture,1221,203.5,no_saving_acc,1_to_4yr,1,married,male,none,2,life_insurance,27,none,own,2,skilled_employee,1,none,yes,0
above_200,24,cleared_pending_dues,furniture,2892,120.5,Below_100,more_than_7yrs,3,divorced,male,none,4,no_property,51,none,for_free,1,skilled_employee,1,none,yes,0
no_account,24,cleared_pending_dues,furniture,3062,127.583333333333,500_to_1000,more_than_7yrs,4,single,male,none,3,no_property,32,none,rent,1,skilled_employee,1,yes,yes,0
no_account,9,cleared_pending_dues,furniture,2301,255.666666666667,100_to_500,lessthan_year,2,divorced,female,none,4,life_insurance,22,none,rent,1,skilled_employee,1,none,yes,0
below_0,18,cleared_pending_dues,used_car,7511,417.277777777778,no_saving_acc,more_than_7yrs,1,single,male,none,4,life_insurance,51,none,for_free,1,skilled_employee,2,yes,yes,1
no_account,12,critical_acc,furniture,1258,104.833333333333,Below_100,lessthan_year,2,divorced,female,none,4,life_insurance,22,none,rent,2,Unskilled-Resident,1,none,yes,0
no_account,24,delayed_payement,new_car,717,29.875,no_saving_acc,more_than_7yrs,4,married,male,none,4,car/other,54,none,own,2,skilled_employee,1,yes,yes,0
0_to_200,9,cleared_pending_dues,new_car,1549,172.111111111111,no_saving_acc,lessthan_year,4,single,male,none,2,real_estate,35,none,own,1,unemployed/non-resident,1,none,yes,0
no_account,24,critical_acc,education,1597,66.5416666666667,Below_100,more_than_7yrs,4,single,male,none,4,no_property,54,none,for_free,2,skilled_employee,2,none,yes,0
0_to_200,18,critical_acc,tv,1795,99.7222222222222,Below_100,more_than_7yrs,3,divorced,female,guarantor,4,real_estate,48,bank,rent,2,Unskilled-Resident,1,yes,yes,0
below_0,20,critical_acc,furniture,4272,213.6,Below_100,more_than_7yrs,1,divorced,female,none,4,life_insurance,24,none,own,2,skilled_employee,1,none,yes,0
no_account,12,critical_acc,tv,976,81.3333333333333,no_saving_acc,more_than_7yrs,4,single,male,none,4,car/other,35,none,own,2,skilled_employee,1,none,yes,0
0_to_200,12,cleared_pending_dues,new_car,7472,622.666666666667,no_saving_acc,unemployed,1,divorced,female,none,2,real_estate,24,none,rent,1,unemployed/non-resident,1,none,yes,0
below_0,36,cleared_pending_dues,new_car,9271,257.527777777778,Below_100,4_to_7yr,2,single,male,none,1,car/other,24,none,own,1,skilled_employee,1,yes,yes,1
0_to_200,6,cleared_pending_dues,tv,590,98.3333333333333,Below_100,lessthan_year,3,married,male,none,3,real_estate,26,none,own,1,Unskilled-Resident,1,none,no,0
no_account,12,critical_acc,tv,930,77.5,no_saving_acc,more_than_7yrs,4,single,male,none,4,real_estate,65,none,own,4,skilled_employee,1,none,yes,0
0_to_200,42,duly_paid,used_car,9283,221.023809523809,Below_100,unemployed,1,single,male,none,2,no_property,55,bank,for_free,1,selfemployed/Mgt,1,yes,yes,0
0_to_200,15,no_credits_taken,new_car,1778,118.53333333333299,Below_100,lessthan_year,2,divorced,female,none,1,real_estate,26,none,rent,2,unemployed/non-resident,1,none,yes,1
0_to_200,8,cleared_pending_dues,business,907,113.375,Below_100,lessthan_year,3,married,male,none,2,real_estate,26,none,own,1,skilled_employee,1,yes,yes,0
0_to_200,6,cleared_pending_dues,tv,484,80.6666666666667,Below_100,4_to_7yr,3,married,male,guarantor,3,real_estate,28,bank,own,1,Unskilled-Resident,1,none,yes,0
below_0,36,critical_acc,used_car,9629,267.472222222222,Below_100,4_to_7yr,4,single,male,none,4,car/other,24,none,own,2,skilled_employee,1,yes,yes,1
below_0,48,cleared_pending_dues,domestic_appliances,3051,63.5625,Below_100,1_to_4yr,3,single,male,none,4,car/other,54,none,own,1,skilled_employee,1,none,yes,1
below_0,48,cleared_pending_dues,new_car,3931,81.8958333333333,Below_100,4_to_7yr,4,single,male,none,4,no_property,46,none,for_free,1,skilled_employee,2,none,yes,1
0_to_200,36,delayed_payement,new_car,7432,206.444444444444,Below_100,1_to_4yr,2,divorced,female,none,2,life_insurance,54,none,rent,1,skilled_employee,1,none,yes,0
no_account,6,cleared_pending_dues,domestic_appliances,1338,223.0,500_to_1000,1_to_4yr,1,divorced,male,none,4,real_estate,62,none,own,1,skilled_employee,1,none,yes,0
no_account,6,critical_acc,tv,1554,259.0,Below_100,4_to_7yr,1,divorced,female,none,2,car/other,24,none,rent,2,skilled_employee,1,yes,yes,0
below_0,36,cleared_pending_dues,others,15857,440.472222222222,Below_100,unemployed,2,divorced,male,Co-applicant,3,car/other,43,none,own,1,selfemployed/Mgt,1,none,yes,0
below_0,18,cleared_pending_dues,tv,1345,74.7222222222222,Below_100,1_to_4yr,4,married,male,none,3,real_estate,26,bank,own,1,skilled_employee,1,none,yes,1
no_account,12,cleared_pending_dues,new_car,1101,91.75,Below_100,1_to_4yr,3,married,male,none,2,real_estate,27,none,own,2,skilled_employee,1,yes,yes,0
above_200,12,cleared_pending_dues,tv,3016,251.333333333333,Below_100,1_to_4yr,3,married,male,none,1,car/other,24,none,own,1,skilled_employee,1,none,yes,0
below_0,36,cleared_pending_dues,furniture,2712,75.3333333333333,Below_100,more_than_7yrs,2,single,male,none,2,life_insurance,41,bank,own,1,skilled_employee,2,none,yes,1
below_0,8,critical_acc,new_car,731,91.375,Below_100,more_than_7yrs,4,single,male,none,4,real_estate,47,none,own,2,Unskilled-Resident,1,none,yes,0
no_account,18,critical_acc,furniture,3780,210.0,Below_100,lessthan_year,3,divorced,male,none,2,car/other,35,none,own,2,selfemployed/Mgt,1,yes,yes,0
below_0,21,critical_acc,new_car,1602,76.28571428571429,Below_100,more_than_7yrs,4,married,male,none,3,car/other,30,none,own,2,skilled_employee,1,yes,yes,0
